task_id,source_issue_id,workstream,priority,release_gate,task_type,scope_class,applies_to_17234f7,added_in_reconciliation,task_title,problem_rationale,required_implementation,acceptance_criteria,evidence_anchor,evidence_url,owner_role,phase,effort,dependencies,uat_case_ids,status,progress_pct,target_sprint,due_date,origin,notes_decision
UX-DECLUTTER-001,UX-DECLUTTER-001,Sequence / Takes / Information Architecture,P2,Conditional,UX Redesign,UX redesign target,Yes,Yes,"Keep program media, play/pause, scrubber/playhead, current take, and a compact take switcher permanent; move take details to a drawer, management to a modal, advanced transport to a popover, markers to contextual tools, and A/B compare to a focused modal","The permanent sequence surface carries dense library, inspector, timeline tools, transport, metadata, and status information simultaneously. The editor is visually noisy and makes primary playback/take-selection actions compete with secondary controls.","Keep program media, play/pause, scrubber/playhead, current take, and a compact take switcher permanent; move take details to a drawer, management to a modal, advanced transport to a popover, markers to contextual tools, and A/B compare to a focused modal.","Primary review can be completed with the quiet surface; every moved capability remains reachable in one intentional action, keyboard accessible, and focus-safe.",User decluttering pass plus current Sequence layout,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Product/UX + Frontend,G3 — Workflow efficiency & declutter,XL,"TAKE-007,UX-CONTAINER-001",UAT-UX-001,Not Started,0,,,Decluttering pass,
SEQ-PLAY-011,SEQ-PLAY-011,Sequence / Timeline,P2,Conditional,UX / Accessibility,Confirmed interaction/accessibility gap,Yes,Yes,"Add a visible playhead head/handle, enlarged invisible hit target, keyboard timecode input, and focusable scrub control","The playhead is rendered as a one-pixel line without a dedicated grab handle or enlarged hit area. It can be difficult to locate and manipulate precisely, especially on high-DPI displays or for users with motor impairments.","Add a visible playhead head/handle, enlarged invisible hit target, keyboard timecode input, and focusable scrub control.","The playhead is easy to acquire at all zoom levels, can be moved by mouse and keyboard, and never disappears outside the visible timeline without a reveal action.",client/src/components/SequenceEditorWorkspace.tsx — timeline playhead rendering,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/blob/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9/client/src/components/SequenceEditorWorkspace.tsx,Frontend + UX,G3 — Workflow efficiency & declutter,M,,UAT-PLAY-019,In Progress,40,,,User QA plan,Implemented 2026-08-22: Playhead handle hit target added
SEQ-PLAY-012,SEQ-PLAY-012,Sequence / Timeline,P2,Conditional,Enhancement,Capability/usability gap,Yes,Yes,"Add fit controls, centered wheel/gesture zoom, playhead follow/reveal policy, and persisted zoom state","Timeline zoom provides a basic slider but no fit-to-sequence, fit-selection, cursor-centered zoom, or automatic playhead reveal. Users can lose context or repeatedly scroll while reviewing long edits.","Add fit controls, centered wheel/gesture zoom, playhead follow/reveal policy, and persisted zoom state.","Zooming preserves the intended anchor, fit controls show the requested range, and playback never leaves the playhead unknowingly off-screen.",client/src/components/SequenceEditorWorkspace.tsx — zoom slider and lane width logic,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/blob/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9/client/src/components/SequenceEditorWorkspace.tsx,Frontend,G3 — Workflow efficiency & declutter,M,,UAT-PLAY-019,Not Started,0,,,User QA plan,
UX-CONTAINER-004,UX-CONTAINER-004,Shared Container Stacking,P2,Conditional,Frontend Platform,Cross-cutting interaction risk,Yes,Yes,"Define one overlay manager with z-index tokens, portal ownership, iframe interaction shielding, nested-container rules, and one active modal boundary","The plan permits drawers, modals, sheets, popovers, context menus, and embedded Comfy content, but no single stacking and ownership policy is defined. Nested overlays can appear under the iframe, trap focus incorrectly, or allow background actions.","Define one overlay manager with z-index tokens, portal ownership, iframe interaction shielding, nested-container rules, and one active modal boundary.","All container combinations render in the correct order, background content becomes inert when required, and focus never escapes a modal boundary.",Current embedded iframe architecture plus decluttering proposal,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend Platform,G3 — Workflow efficiency & declutter,L,UX-CONTAINER-001,UAT-UX-004,Not Started,0,,,Decluttering pass,
UX-CONTAINER-001,UX-CONTAINER-001,Shared Drawers / Modals / Sheets / Popovers,P2,Conditional,Design System / Accessibility,Cross-cutting implementation requirement,Yes,Yes,"Create a shared container standard/component layer covering focus entry/return, modal versus non-modal semantics, Escape, outside click, swipe, explicit close, scroll locking, dirty-state prompts, live-region use, and z-index ownership","Secondary containers do not yet have one documented accessibility and interaction contract. Inconsistent Escape behavior, focus trapping, click-outside dismissal, return focus, dirty-state confirmation, and stacking can create new dead ends while decluttering.","Create a shared container standard/component layer covering focus entry/return, modal versus non-modal semantics, Escape, outside click, swipe, explicit close, scroll locking, dirty-state prompts, live-region use, and z-index ownership.","Every drawer/modal/sheet/popover passes keyboard, screen-reader, nested-container, resize, and unsaved-change tests using the same contract.",User decluttering implementation guidelines,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend Platform + UX,G3 — Workflow efficiency & declutter,L,,UAT-UX-004,Not Started,0,,,Decluttering pass,
COMFY-017,COMFY-017,Comfy Picker,P3,No,Comfy Integration,Information architecture gap,Yes,No,Add Recommended badge and reset-to-default action,defaultForAsset is collected but not surfaced meaningfully in the picker UI. Users cannot tell which workflow is recommended.,Add Recommended badge and reset-to-default action.,Recommended workflow is visible and keyboard reachable.,Comfy workflow data/rendering,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Comfy Integration + Frontend,G3 — Workflow efficiency & declutter,S,COMFY-016,UAT-COMFY-018,Not Started,0,,,Existing 74-item source audit,
COMFY-020,COMFY-020,Comfy Picker,P3,No,Comfy Integration,Provenance gap,Yes,No,Show immutable identity and copyable diagnostics,"After load, the UI does not prominently show graph source, version/hash, or local-versus-packaged origin. Reproduction and support are difficult.",Show immutable identity and copyable diagnostics.,A screenshot/log can identify the exact loaded graph.,Comfy toolbar status content,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Comfy Integration + Frontend,G3 — Workflow efficiency & declutter,S,"COMFY-001,COMFY-003",UAT-COMFY-020,Done,100,,,Existing 74-item source audit,Implemented 2026-08-22: Loaded source/hash shown in toolbar
TAKE-005,TAKE-005,Sequence / Takes,P3,No,Takes / UX,Visual semantics weakness,Yes,No,Use larger labeled state chips and selected-target linkage,Active/Latest status is conveyed with very small badges and weak hierarchy. Status is hard to scan and easy to misread.,Use larger labeled state chips and selected-target linkage.,"Status is legible at 100%, 125%, and 150% scaling.",Sequence editor media card badge rendering,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Product + Frontend,G3 — Workflow efficiency & declutter,M,,UAT-TAKE-008,Not Started,0,,,Existing 74-item source audit,
TAKE-006,TAKE-006,Sequence / Takes,P3,No,Takes / UX,Preference persistence gap,Yes,No,Persist a project/user preference with a safe default,Take filter choice is not persisted per user/project. Users repeatedly restore their preferred review mode.,Persist a project/user preference with a safe default.,The chosen filter restores after navigation and relaunch.,takeFilter local component state,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Product + Frontend,G3 — Workflow efficiency & declutter,S,,UAT-TAKE-010,Done,100,,,Existing 74-item source audit,Implemented 2026-08-22: Persisted per-project in localStorage
TAKE-008,TAKE-008,Sequence / Takes,P3,No,Enhancement / UX Redesign,Future capability,Yes,Yes,"Add metadata only after the take model is approved, preferably in a non-modal details drawer with searchable fields and minimal card chrome","Take notes, rating, tags, color labels, and metadata search are not available. Reviewers cannot build a lightweight editorial decision record inside the application.","Add metadata only after the take model is approved, preferably in a non-modal details drawer with searchable fields and minimal card chrome.","Metadata persists, is searchable, is included in export/diagnostics, and does not obscure the take list.",Current take/media card and inspector feature set,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Product + Frontend,G3 — Workflow efficiency & declutter,L,"TAKE-007,UX-DECLUTTER-001",UAT-TAKE-013,Not Started,0,,,User QA plan,
SEQ-PLAY-015,SEQ-PLAY-015,Sequence / Transport,P3,No,Enhancement,Future capability,Yes,Yes,"Add only the approved loop modes behind an advanced-transport popover, with a persistent visible loop state and keyboard shortcut","There is no loop mode for the sequence, selected clip, or marked range. Repeated review requires manual repositioning and makes take comparison slower.","Add only the approved loop modes behind an advanced-transport popover, with a persistent visible loop state and keyboard shortcut.",Loop boundaries are sample/frame accurate within the preview tolerance and leaving loop mode is obvious.,Sequence transport capability set,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend + Media Engine,G3 — Workflow efficiency & declutter,L,,UAT-PLAY-018,Not Started,0,,,User QA plan,
UX-CONTAINER-002,UX-CONTAINER-002,Shared First-use Guidance,P3,No,UX Polish,UX polish requirement,Yes,Yes,"Use one-time, dismissible coach marks tied to successful task completion, with a Help entry to replay them deliberately",First-use guidance can become recurring permanent noise unless completion is remembered. Repeated coach marks or instructional modals frustrate experienced users and obscure production work.,"Use one-time, dismissible coach marks tied to successful task completion, with a Help entry to replay them deliberately.","After the first successful use, guidance does not reappear automatically for that user/project version; Reset help restores it.",User decluttering implementation guidelines,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend + UX,G3 — Workflow efficiency & declutter,S,UX-CONTAINER-001,UAT-UX-005,Not Started,0,,,Decluttering pass,
QA-001,QA-001,Release Engineering,P1,Yes,QA / Release,Confirmed process gap,Yes,No,"Add real Playwright browser tests, API contract tests, accessibility checks, and required branch protection on one canonical release branch","No behavioral browser tests cover play, cuts, takes, folder drop, or the Comfy picker; the commit has no CI status/workflow run, and main/master have no required checks. The primary advertised workflows can regress while both release branches still accept the commit.","Add real Playwright browser tests, API contract tests, accessibility checks, and required branch protection on one canonical release branch.",The P1 acceptance cases run in CI and must pass before merge; main and master cannot advance without the required checks.,tests/sequence-editor-ui.test.mjs; tests/e2e/uat-harness.mjs; tests/e2e/uat-p0.browser.mjs; package.json; branch/status metadata,"https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/blob/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9/tests/sequence-editor-ui.test.mjs
https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/blob/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9/tests/e2e/uat-harness.mjs
https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/blob/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9/tests/e2e/uat-p0.browser.mjs",QA Automation + DevOps,G4 — Accessibility & release gates,L,,"UAT-REG-002,UAT-REG-006",In Progress,45,,,Existing 74-item source audit,Implemented 2026-08-22: CI workflow + unit tests; Playwright browser UAT not added
A11Y-001,A11Y-001,Accessibility,P2,Conditional,Accessibility,Confirmed semantic gap,Yes,No,"Add accessible names, titles/tooltips, and consistent icon+label semantics",Several glyph-only transport/action controls lack robust accessible names and visible tooltips. Screen-reader and unfamiliar users cannot identify controls.,"Add accessible names, titles/tooltips, and consistent icon+label semantics.",Automated name/role checks pass and a screen reader announces every control distinctly.,Sequence editor transport/action button JSX,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend + Accessibility QA,G4 — Accessibility & release gates,M,,UAT-A11Y-002,In Progress,30,,,Existing 74-item source audit,Implemented 2026-08-22: Play/import/take controls named; many glyphs remain
A11Y-007,A11Y-007,Accessibility / Contrast,P2,Conditional,Accessibility,Requires rendered measurement,Yes,No,Run rendered WCAG contrast checks and adjust semantic tokens,"Muted small text and dense dark-theme controls appear at risk of insufficient contrast. Status, metadata, and disabled/enabled distinctions may be hard to perceive.",Run rendered WCAG contrast checks and adjust semantic tokens.,Text and control boundaries meet the chosen WCAG AA targets.,Static style review; live color sampling not available,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend + Accessibility QA,G4 — Accessibility & release gates,M,,UAT-A11Y-005,Not Started,0,,,Existing 74-item source audit,
A11Y-013,A11Y-013,Accessibility / Forced Colors,P2,Conditional,Accessibility,Missing execution evidence,Yes,Yes,Add forced-colors-safe borders/text/icons and validate that state never relies on color alone,"High-contrast and forced-colors behavior is not explicitly validated for active take, selected clip, mute, lock, error, loaded workflow, and drop-target states. Color-heavy dense states can collapse into indistinguishable controls.",Add forced-colors-safe borders/text/icons and validate that state never relies on color alone.,Every critical state remains distinct in Windows High Contrast/forced-colors with visible focus and readable labels.,Dark-theme styles and new QA plan,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend + Accessibility QA,G4 — Accessibility & release gates,M,,UAT-A11Y-008,Not Started,0,,,User QA plan,
A11Y-004,A11Y-004,Accessibility / Readability,P2,Conditional,Accessibility,Confirmed typography weakness,Yes,No,Raise essential UI text and preserve hierarchy through weight/spacing rather than extreme size reduction,Important status/context text is rendered around 8–10 px. Legibility is poor on common Windows scaling and dense production displays.,Raise essential UI text and preserve hierarchy through weight/spacing rather than extreme size reduction.,"All functional text is readable at 100%, 125%, and 150% scaling.",Sequence inline styles and Comfy toolbar CSS,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend + Accessibility QA,G4 — Accessibility & release gates,M,,"UAT-RESP-001,UAT-RESP-002,UAT-RESP-003",Not Started,0,,,Existing 74-item source audit,
A11Y-006,A11Y-006,Accessibility / Status,P2,Conditional,Accessibility,Confirmed feedback gap,Yes,No,Add polite progress updates and assertive failure announcements without chatter,Import scanning/progress and playback buffering are not exposed through a consistent live-region status model. Screen-reader users receive little or no operational feedback.,Add polite progress updates and assertive failure announcements without chatter.,"A screen reader can follow start, progress, completion, and failure.",Folder import and playback state rendering,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend + Accessibility QA,G4 — Accessibility & release gates,M,"SEQ-PLAY-003,IMP-004,COMFY-005",UAT-A11Y-003,In Progress,40,,,Existing 74-item source audit,Implemented 2026-08-22: Import and buffering live regions
A11Y-002,A11Y-002,Accessibility / Timeline,P2,Conditional,Accessibility,Confirmed keyboard gap,Yes,No,Add keyboard trim/nudge/reorder commands and announce values,Clip reorder and trim handles are pointer-centric with no equivalent keyboard operation or ARIA value semantics. Keyboard-only users cannot complete core edits.,Add keyboard trim/nudge/reorder commands and announce values.,The entire edit can be completed without a pointer.,Sequence timeline pointer handlers,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend + Accessibility QA,G4 — Accessibility & release gates,L,,UAT-A11Y-001,Not Started,0,,,Existing 74-item source audit,
A11Y-003,A11Y-003,Accessibility / Touch Targets,P2,Conditional,Accessibility,Confirmed sizing weakness,Yes,No,"Increase hit areas to at least 40–44 px where practical, without necessarily enlarging the icon","Multiple controls are approximately 16–28 px and fall below comfortable target dimensions. Mis-click risk rises, especially at high DPI or for motor impairments.","Increase hit areas to at least 40–44 px where practical, without necessarily enlarging the icon.",Primary controls meet the project target-size standard.,Sequence editor inline dimensions and Comfy toolbar styles,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend + Accessibility QA,G4 — Accessibility & release gates,M,,UAT-A11Y-004,Not Started,0,,,Existing 74-item source audit,
A11Y-011,A11Y-011,Accessibility / Zoom and Reflow,P2,Conditional,Accessibility,Missing WCAG execution evidence,Yes,Yes,"Add 200% and 400% zoom/reflow cases, eliminate clipped essential controls, and provide a compact/stacked editor mode where necessary","The prior matrix stops at common Windows scaling and does not explicitly require 400% browser zoom/reflow. Tiny text, fixed minima, and nested scroll regions can become unusable at high magnification.","Add 200% and 400% zoom/reflow cases, eliminate clipped essential controls, and provide a compact/stacked editor mode where necessary.","At 400% zoom, core tasks remain reachable without two-dimensional page scrolling beyond intrinsically spatial timeline content.",Static layout review and new QA plan,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend + Accessibility QA,G4 — Accessibility & release gates,L,,UAT-A11Y-006,Not Started,0,,,User QA plan,
PROC-001,PROC-001,Change Management,P2,Conditional,Release / Process,Confirmed scope contamination,Yes,No,"Split product feature, runtime support, and project-data changes into isolated commits/PRs","The feature commit also changes Create Sound, TTS/server areas, and a very large production storyboard file. Review, rollback, bisecting, and regression attribution are harder.","Split product feature, runtime support, and project-data changes into isolated commits/PRs.",Each release change is independently reviewable and revertible.,17234f7 changed-file list and commit statistics,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Release Engineering,G4 — Accessibility & release gates,L,,UAT-REG-010,Not Started,0,,,Existing 74-item source audit,
COMFY-021,COMFY-021,Comfy Picker / Accessibility,P2,Conditional,Accessibility,Confirmed state-semantics gap,Yes,Yes,"Expose labeled state, aria-describedby relationships, scoped live announcements, and keyboard-safe retry/reload actions backed by the bridge state machine","Selected, loading, loaded, dirty, failed, and queued workflow states are not exposed as a coherent programmatic state model. Screen-reader and keyboard users cannot verify whether the visible selection matches the active canvas or whether an operation completed.","Expose labeled state, aria-describedby relationships, scoped live announcements, and keyboard-safe retry/reload actions backed by the bridge state machine.","Assistive technology announces 'selected X', 'loading X', 'loaded X', dirty state, and failure/recovery without duplicate or overwritten announcements.",client/src/components/ComfyUIWorkspace.tsx — picker/status/iframe state,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/blob/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9/client/src/components/ComfyUIWorkspace.tsx,Frontend + Accessibility QA,G4 — Accessibility & release gates,M,"COMFY-001,COMFY-002",UAT-COMFY-025,Not Started,0,,,User QA plan,
PROC-002,PROC-002,Diagnostics / Remediation,P2,Conditional,Release / Process,Confirmed evidence gap from user statement,Yes,No,"Commit sanitized diagnostics, expected outputs, and idempotent patch/migration scripts in a dedicated tooling location",Diagnostics and patch scripts stayed local and are therefore unavailable for review or reproducible repair. The commit cannot be independently validated against the developer's local evidence/fixes.,"Commit sanitized diagnostics, expected outputs, and idempotent patch/migration scripts in a dedicated tooling location.",Another machine can reproduce the diagnostic result and repair from source.,User release note plus absence from changed files,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Release Engineering,G4 — Accessibility & release gates,M,,UAT-REG-005,Not Started,0,,,Existing 74-item source audit,
A11Y-008,A11Y-008,Keyboard / Shortcuts,P2,Conditional,Accessibility,Confirmed scope defect,Yes,No,"Scope shortcuts to an active editor region, support command discovery, and honor modal/contenteditable contexts",Space/Delete/S shortcuts are global and largely protected only by input-element checks rather than editor focus/context. Commands can fire while the user is interacting with unrelated non-input controls.,"Scope shortcuts to an active editor region, support command discovery, and honor modal/contenteditable contexts.",No edit command fires outside the focused editor context.,SequenceEditorWorkspace global keydown handler,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend + Accessibility QA,G4 — Accessibility & release gates,L,,UAT-A11Y-001,Not Started,0,,,Existing 74-item source audit,
QA-003,QA-003,Performance Engineering,P2,Conditional,Performance / Release,Missing release budget,Yes,Yes,Define workstation-specific budgets and collect repeatable traces in CI or a dedicated hardware gate,"No unified performance budget covers sequence startup, scrubbing, cut readiness, folder scan/import, media-bin scrolling, workflow indexing, graph load, memory, and event-loop delay. Performance failures remain subjective and can regress unnoticed.",Define workstation-specific budgets and collect repeatable traces in CI or a dedicated hardware gate.,"Each primary operation has a documented threshold, fixture, measurement method, and release-failing test where feasible.",Current QA artifacts and new exhaustive plan,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,QA Performance + DevOps,G4 — Accessibility & release gates,L,,"UAT-PERF-001,UAT-PERF-002,UAT-PERF-003",Not Started,0,,,User QA plan,
QA-002,QA-002,Release Engineering / Platform Support,P2,Conditional,Release / Product Decision,Missing support policy,Yes,Yes,Define the supported matrix and automate the primary combinations; list unsupported browsers/OSs in-product rather than implying universal support,"There is no published browser/OS support matrix for a local desktop application that depends on folder drag APIs, iframe access, local services, and Windows tooling. Teams can waste effort testing unsupported combinations or ship regressions on the actual supported workstation.",Define the supported matrix and automate the primary combinations; list unsupported browsers/OSs in-product rather than implying universal support.,Release documentation names supported OS/browser versions and every required combination has a passing smoke suite.,Repository/runtime architecture and new QA plan,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Product + QA + DevOps,G4 — Accessibility & release gates,M,,UAT-REG-011,Not Started,0,,,User QA plan,
PROC-004,PROC-004,Repository Hygiene,P2,Conditional,Release / Process,Confirmed repository risk,Yes,No,Move generated/operational project state to appropriate storage or normalize/split it,"A very large mutable storyboard JSON is included in the same feature commit. Merge conflicts, repository growth, accidental state rollback, and noisy diffs increase.",Move generated/operational project state to appropriate storage or normalize/split it.,Feature code review is not dominated by generated production data.,Commit tree/changed-file metadata,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Repo Maintainer + Release,G4 — Accessibility & release gates,L,,UAT-REG-007,Not Started,0,,,Existing 74-item source audit,
A11Y-005,A11Y-005,Responsive Layout,P2,Conditional,Accessibility,Confirmed layout constraint; visual impact needs runtime validation,Yes,No,Create responsive density breakpoints and low-height layouts; avoid requiring viewport-wide horizontal scrolling,"The application and sequence workspace enforce large minimum widths, while dense fixed-height regions are likely to fail on 1366×768/1440×900 and split-screen. Horizontal overflow, clipped controls, and excessive nested scrolling are likely.",Create responsive density breakpoints and low-height layouts; avoid requiring viewport-wide horizontal scrolling.,"Core workflows pass at 1366×768, 1440×900, 1920×1080, 4K, and Windows 150% scaling.",global styles min-width and SequenceEditorWorkspace minWidth/fixed regions,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend + Accessibility QA,G4 — Accessibility & release gates,L,,"UAT-RESP-001,UAT-RESP-002,UAT-RESP-003,UAT-RESP-004",Not Started,0,,,Existing 74-item source audit,
SEQ-PERF-001,SEQ-PERF-001,Sequence / Performance,P2,Conditional,Performance / Test,Missing performance budget,Yes,Yes,"Define measurable budgets for seek latency, scrub response, cut readiness, dropped frames, CPU, decoder count, and memory, then gate representative fixtures","No published latency, dropped-frame, memory, or responsiveness budget exists for continuous scrubbing and long high-resolution edits. Performance regressions cannot be distinguished from acceptable preview limitations.","Define measurable budgets for seek latency, scrub response, cut readiness, dropped frames, CPU, decoder count, and memory, then gate representative fixtures.",The agreed workstation fixtures meet budgets and failures produce reproducible performance traces.,Release criteria and test inventory,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,QA Performance + Media Engine,G4 — Accessibility & release gates,L,,UAT-PERF-001,Not Started,0,,,User QA plan,
SEQ-STATE-001,SEQ-STATE-001,Sequence / State Boundaries,P2,Conditional,Test / Reliability,Test/specification gap,Yes,Yes,"Create boundary fixtures and define control states, timecode behavior, saving, playback, and export expectations at each limit","Behavior is not explicitly specified or behaviorally tested for an empty edit, a one-frame clip, maximum-duration edits, and sequences near configured item limits. Boundary conditions can produce disabled controls, invalid step values, overflow, or export/preview disagreement.","Create boundary fixtures and define control states, timecode behavior, saving, playback, and export expectations at each limit.","Every supported boundary opens, edits, saves, plays or explains why it cannot, and exports without inconsistent duration or control state.",Sequence limits and current behavioral test inventory,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,QA Automation + Media Engine,G4 — Accessibility & release gates,M,,UAT-PLAY-021,Not Started,0,,,User QA plan,
PROC-005,PROC-005,Test Coverage,P2,Conditional,QA / Release,Confirmed gap,Yes,No,"Land tests with each feature, not as a later patch",No tests were added for the advertised interactions in this commit. The new behavior has no regression lock.,"Land tests with each feature, not as a later patch.",Every blocker and primary happy path has an automated regression test.,17234f7 changed-file list,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Release Engineering,G4 — Accessibility & release gates,M,QA-001,UAT-REG-002,In Progress,50,,,Existing 74-item source audit,Implemented 2026-08-22: Gate 1 tests landed with the feature
A11Y-009,A11Y-009,Accessibility / Dynamic Content,P3,No,Accessibility,High-confidence usability risk,Yes,No,Preserve stable focus/selection and announce meaningful changes,Periodic refresh/filter changes can reorder content without preserving focus or announcing the update. Keyboard and screen-reader users can lose their place.,Preserve stable focus/selection and announce meaningful changes.,Refresh does not move focus or silently change the active item.,Sequence media refresh and list rendering,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend + Accessibility QA,G4 — Accessibility & release gates,S,,"UAT-A11Y-001,UAT-REG-009",Not Started,0,,,Existing 74-item source audit,
A11Y-012,A11Y-012,Accessibility / Motion,P3,No,Accessibility / Polish,Missing preference handling,Yes,Yes,Respect prefers-reduced-motion for nonessential transitions while preserving immediate state changes and playback comprehension,"Reduced-motion behavior is not defined or tested for playhead effects, panel transitions, coach marks, and micro-interactions. Motion-sensitive users can receive unnecessary animation, while disabling motion carelessly could remove state feedback.",Respect prefers-reduced-motion for nonessential transitions while preserving immediate state changes and playback comprehension.,"Reduced-motion mode removes decorative motion, keeps all information available, and passes the same functional tests.",Current CSS/interaction review and new QA plan,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend + UX,G4 — Accessibility & release gates,S,,UAT-A11Y-007,Not Started,0,,,User QA plan,
A11Y-010,A11Y-010,Sequence / Audio UI,P3,No,Accessibility,Visual truthfulness weakness,Yes,No,Render real waveform data or use a neutral clip texture,Waveform-like bars are decorative rather than derived from audio. The UI implies information it does not actually convey.,Render real waveform data or use a neutral clip texture.,Visual amplitude corresponds to the source or is clearly non-informational.,Sequence audio clip rendering,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Frontend + Accessibility QA,G4 — Accessibility & release gates,S,,UAT-PLAY-014,Not Started,0,,,Existing 74-item source audit,
PROC-003,PROC-003,Source Integrity,P3,No,Release / Process,Confirmed process note,Yes,No,Sign protected release commits/tags if provenance is a project requirement,The commit is unsigned. Provenance is weaker than a verified release workflow.,Sign protected release commits/tags if provenance is a project requirement.,Release tag/commit is verified.,GitHub commit verification metadata,https://github.com/tj1784/Premiere316_AI_Director_Prototype_v2.0.0/commit/17234f7bcc9687d12afa23fbb88c6eff5be7e2a9,Repo Maintainer + Release,G4 — Accessibility & release gates,S,,UAT-REG-010,Not Started,0,,,Existing 74-item source audit,
